,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,rating
7987,US,"It's difficult to see how this wine can register alcohol almost 15%. Flavors are thin, green and tannic, with hardly a hint of fruit.",,83,20.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Hawkins Cellars 2007 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Hawkins Cellars,Low
7988,Chile,"Initial gaseous, rubbery aromas subside with time in the glass. This remains minty and herbal on the nose, while olive, eucalyptus and red-fruit flavors carry the palate to a firm, solid-feeling, minty and lightly green finish.",Reserve,86,13.0,Rapel Valley,,,Michael Schachner,@wineschach,Casa Viva 2010 Reserve Cabernet Sauvignon (Rapel Valley),Cabernet Sauvignon,Casa Viva,Low
7989,Spain,"Midnight purple in color, this has legs as thick as an elephant's. It smells like boysenberry jam, spice and bacon, then feels like motor oil on the palate, with flavors of black fruit, chocolate and boysenberry syrup. It lacks complexity, but it hits hard with concentration, power and sweetness.",Amatus Dulce,87,22.0,Levante,Jumilla,,Michael Schachner,@wineschach,Bodegas Bleda 2011 Amatus Dulce Monastrell (Jumilla),Monastrell,Bodegas Bleda,Low
7990,US,"Jammy and yet still savory, a fairly straightforward Syrah from the Clements Hills area of Lodi, small production (240 cases), 100% varietal and made using native fermentation, the wine has solid tannin structure and a heady texture, but could use more oomph on the finish.",47.5 Degree Limited Release Syrah,85,35.0,California,Clements Hills,Central Valley,Virginie Boone,@vboone,Borra 2008 47.5 Degree Limited Release Syrah Syrah (Clements Hills),Syrah,Borra,Low
7991,France,"A tangy, bright and crisp wine, this is fresh, fruity with green fruits and lime flavors and full of zesty orange and lime. It is a wine that is all fruit, lively and showing a refreshing aftertaste. Drink now.",,87,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château la Moulinière 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château la Moulinière,Low
7992,France,"Initially, the acidity cuts through this structured effort. Then the ripe fruits surface, creating a wine that is both rich and firmly textured. It is full in the mouth, rich and age worthy.",,87,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Malbec 2009  Bordeaux,Bordeaux-style Red Blend,Château Malbec,Low
7993,Chile,"Peach pit, matchstick and almond skin aromas come across a bit harsh. This is chunky on the palate, with pulpy, pithy melon and lees flavors that take on a briny characteristic on the finish.",,85,15.0,Colchagua Valley,,,Michael Schachner,@wineschach,Rubus 2014 Chardonnay (Colchagua Valley),Chardonnay,Rubus,Low
7994,US,"Coming in a 375ml can, this wine brings aromas of lees and lemon curd. The palate is creamy in feel and lightly sweet.",,85,6.0,America,,,Sean P. Sullivan,@wawinereport,Original House Wine NV Chardonnay (America),Chardonnay,Original House Wine,Low
7995,Portugal,"Cigarra, a cricket, is common in the Lisboa vineyards. The wine has a good mix of citrus and yellow fruit flavors, crisp and ripe at the same time. An attractive chalky, steely feel comes through in the acidity and the tight, nervy aftertaste.",Cigarra,85,8.0,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2013 Cigarra White (Lisboa),Portuguese White,Casa Santos Lima,Low
7996,Italy,"Aromas of toasted oak, menthol, marinated plum and a hint of wet animal fur lead the nose. The palate is still tight and rather closed, offering raw red berry, licorice and oak sensations supported by raspy tannins.",Bussia Vigna dei Fantini,87,50.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Silvano Bolmida 2011 Bussia Vigna dei Fantini  (Barolo),Nebbiolo,Silvano Bolmida,Low
7997,Chile,"Punchy citrus aromas have a tropical accent. This is soft on acidity, with flavors of grass, green fruits and bitterness that end in a swirl of green herbs and pepper. Overall, there isn't much fruit.",,84,12.0,Curicó Valley,,,Michael Schachner,@wineschach,Kon Tiki 2013 Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Kon Tiki,Low
7998,Italy,"This hearty blend of Cabernet Sauvignon, Merlot and Syrah offers meaty aromas of smoked bacon and barbecue sauce backed by black fruit and loads of exotic spice. It's a soft, polished wine with a rubbery note on the close.",I Pini,86,,Tuscany,Colli della Toscana Centrale,,,,Fattoria di Basciano 2008 I Pini Red (Colli della Toscana Centrale),Red Blend,Fattoria di Basciano,Low
7999,France,There is some weight on this young tasting wine. The tannins are beginning to allow the red berry and damson fruits to open up. Touches of wood round it out for aging.,La Brigardière Vieilles Vignes,87,24.0,Burgundy,Mercurey,,Roger Voss,@vossroger,Château Philippe-le-Hardi 2009 La Brigardière Vieilles Vignes  (Mercurey),Pinot Noir,Château Philippe-le-Hardi,Low
8000,Italy,"A great value choice from Sicily, this bright Nero d'Avola is perfumed and floral, with red rose, violet and wild berry aromas. The mouthfeel is delicate, polished and fresh.",Regaleali,87,13.0,Sicily & Sardinia,Sicilia,,,,Tasca d'Almerita 2009 Regaleali Nero d'Avola (Sicilia),Nero d'Avola,Tasca d'Almerita,Low
8001,France,"With its evocative image of the surrounding Alps on its label, this is the crisp, ski-friendly wine par excellence. Its light apple and citrus flavors are immediately attractive and perfumed, with a touch of spice at the end. Drink now.",Apremont,87,16.0,France Other,Savoie,,Roger Voss,@vossroger,Les Rocailles 2016 Apremont Jacquère (Savoie),Jacquère,Les Rocailles,Low
8002,US,"Flavors of sweet, smoky oak; ripe, forward tropical fruit; and creamy lees mark this Chardonnay. It's made in the modern, voluptuous style.",,87,56.0,California,Russian River Valley,Sonoma,,,Bacigalupi 2011 Chardonnay (Russian River Valley),Chardonnay,Bacigalupi,Low
8003,South Africa,"Aromas of fynbos and blackcurrant leaf lend an attractive herbal edge to the ripe red-fruit core of this bright rosé. It's a well-balanced and layered selection, the medium-weight body countered by ample acidity and lingering notes of savory herbs and citrus pith. Drink now.",Cabernet Sauvignon,87,12.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Lime Road 2015 Cabernet Sauvignon Rosé (Western Cape),Rosé,Lime Road,Low
8004,US,"Cline has done a very nice job with this Zin, which comes partly from Lodi. Although it's very soft and won't age, it has a velvet and silk purity that carries rich flavors of cherries, raspberries, licorice, sweet vanilla and pepper.",Ancient Vines,86,16.0,California,Contra Costa County,Central Coast,,,Cline 2006 Ancient Vines Zinfandel (Contra Costa County),Zinfandel,Cline,Low
8005,Chile,"This first-time Riesling from CyT delivers petrol/diesel aromas along with mild apple and peach scents on what amounts to a true, varietal nose. The palate has a punch-like, juicy feel that's fresh but light, while tropical flavors of lychee and mango end juicy but with weight.",Terrunyo Costa Los Boldos Vineyard Block 6,87,,Casablanca Valley,,,Michael Schachner,@wineschach,Concha y Toro 2011 Terrunyo Costa Los Boldos Vineyard Block 6 Riesling (Casablanca Valley),Riesling,Concha y Toro,Low
8006,US,"A highly unusual blend of Burdin, a rare French hybrid, and Chambourcin grapes, this red wine offers delicate maraschino-cherry and berry flavors. It's a slightly fragile wine but whiffs of tobacco and garden soil lend complexity. The finish lingers on tart red fruit flavors and a hint of tannin.",River's Edge Casscles Vineyards,85,25.0,New York,New York,New York Other,Anna Lee C. Iijima,,Hudson-Chatham 2014 River's Edge Casscles Vineyards Red (New York),Red Blend,Hudson-Chatham,Low
8007,US,"This wine doesn't quite know what it wants to be when it grows up. It vacillates between an intensity of oak, matchstick flintiness and a misplaced sense of austerity.",,83,18.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Sonoma Cuvée 2014 Chardonnay (Russian River Valley),Chardonnay,Sonoma Cuvée,Low
8008,Portugal,"Half-and-half Alvarinho and Trajadura, the wine is dry, crisp and with just a touch of fizz. Grapefruit and lemon flavors mingle with softer apples to give a bright and lively wine that is just made for summer food. Drink now.",Aromas das Castas Grande Escolha,86,13.0,Vinho Verde,,,Roger Voss,@vossroger,Quinta da Lixa 2016 Aromas das Castas Grande Escolha White (Vinho Verde),Portuguese White,Quinta da Lixa,Low
8009,US,"This Lake County Sauvignon Blanc from a Lodi-based producer shows off the North Coast appellation well, with pear compote and marshmallow on the nose, followed by a taste of apricot fuzz and oak, medium in body with a long-lasting finish.",Rooster Vineyard,86,13.0,California,Lake County,,Virginie Boone,@vboone,Van Ruiten 2012 Rooster Vineyard Sauvignon Blanc (Lake County),Sauvignon Blanc,Van Ruiten,Low
8010,US,"The grapes don't have any sweetness or concentration, and the wine comes off a bit dull. A suggestion of boysenberry is quickly overtaken by flavors of stem, bark and earth.",,85,32.0,Washington,Washington,Washington Other,Paul Gregutt,@paulgwine ,Merry Cellars 2006 Syrah (Washington),Syrah,Merry Cellars,Low
8011,Italy,"Suavia's base Soave Classico opens with an initial hint of sulphur but then finds purity in the form of peach, honey and herbal aromas. In fact, the wine shows very nice fruit characteristics on the close.",,86,17.0,Veneto,Soave Classico,,,,Suavia 2010  Soave Classico,Garganega,Suavia,Low
8012,US,"Very concentrated aromas of kirsch, dried berries, chocolate and spice cake show on the nose of this bottling that is bolstered by 10% Petite Sirah. That density extends to the palate, where treacly black-cherry-syrup flavors mix with baking spice.",,85,36.0,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Monte De Oro 2013 Zinfandel (Temecula Valley),Zinfandel,Monte De Oro,Low
8013,France,"From organically grown grapes, this is a ripe, full wine. Excellent acidity binds the apple and grapefruit flavors. With a crisp texture allied to the ripe fruitiness, it is already balanced and very refreshing.",,87,20.0,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Maurice Martin 2014  Mâcon-Villages,Chardonnay,Maurice Martin,Low
8014,Italy,"Fun packaging and a simple, but pristine aromatic profile make this Prosecco a good choice for informal drinking opportunities. Dried grass, hay, citrus and white flower are subtle elements of the bouquet.",Extra Dry,84,,Veneto,Prosecco,,,,El Vin NV Extra Dry  (Prosecco),Glera,El Vin,Low
8015,US,"Boysenberry, violets and a touch of bacon fat show on the nose of this wine from a vineyard on Paso's Eastside. The palate is upright in both tannins and searing acidity, with flavors of tart blueberry and black peppercorn.",Steinbeck Vineyard,86,26.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Eberle 2013 Steinbeck Vineyard Syrah (Paso Robles),Syrah,Eberle,Low
8016,Italy,"This is a brilliant and well-executed Trebbiano d'Abruzzo with pretty tones of peach, pear and fresh grapefruit. The wine exhibits a smooth, silky texture and ends on a crisp note that adds a touch of spice on the finish.",Aternum,87,17.0,Central Italy,Trebbiano d'Abruzzo,,,,Talamonti 2006 Aternum  (Trebbiano d'Abruzzo),Trebbiano,Talamonti,Low
8017,US,"Front-loaded with black cherry and blackberry jam flavors, this Merlot has thick tannins and good acidity. It's a simple wine, but easy to drink with everyday fare, like burgers and tacos.",,84,23.0,California,California,California Other,,,Bota Box 2012 Merlot (California),Merlot,Bota Box,Low
8018,US,"The richness of this bottling seems to have been falling over the last few vintages. The '06 is very dry and tart, with modest cherry, rhubarb, cola and spice flavors that are unlikely to evolve.",Dutton Ranch,85,38.0,California,Russian River Valley,Sonoma,,,Dutton-Goldfield 2006 Dutton Ranch Pinot Noir (Russian River Valley),Pinot Noir,Dutton-Goldfield,Low
8019,US,"A good, scoury sparkler, with nice citrus, vanilla and toast flavors and a whistle-clean finish. The bubbles are a little rough.",Brut Reserve,87,36.0,California,Napa Valley,Napa,,,Mumm Napa NV Brut Reserve Sparkling (Napa Valley),Sparkling Blend,Mumm Napa,Low
8020,Spain,"Caramel and maple aromas are welcoming and fresh but not sophisticated. This has a simple mouthfeel along with flavors of coffee, mocha and chocolate. A nutty, short finish is smooth and tasty but devoid of complexity.",Medium Golden,87,18.0,Andalucia,Jerez,,Michael Schachner,@wineschach,Osborne NV Medium Golden Sherry (Jerez),Sherry,Osborne,Low
8021,Italy,"Made from Negroamaro, this coppery, peach-hued rosé is rather weighty, with flavors that run toward cherries and chocolate. You could serve it with rich seafood dishes, but it can also stand up to grilled beef.",Rosato,87,15.0,Southern Italy,Salento,,,,Masseria Altemura 2006 Rosato Rosé (Salento),Rosé,Masseria Altemura,Low
8022,Spain,"This opens with vanilla and sweet, powdery aromas. In the mouth, it's bubbly and foamy, with a mix of pickled citrus and dry apple flavors. The finish is crisp and dry like a soda cracker.",Brut,83,15.0,Catalonia,Cava,,Michael Schachner,@wineschach,Tarantas 2011 Brut Sparkling (Cava),Sparkling Blend,Tarantas,Low
8023,Chile,"Floral and fruity on the nose, this turns wiry and racy in the mouth. It doesn't have a lot of body or weight, offering angular, lean berry and plum flavors, with a tight, peppery, acidic finish.",Culpeo Made with Organic Grapes,84,10.0,Curicó Valley,,,Michael Schachner,@wineschach,Viña La Fortuna 2010 Culpeo Made with Organic Grapes Cabernet Sauvignon (Curicó Valley),Cabernet Sauvignon,Viña La Fortuna,Low
8024,Spain,"Minerally raspberry and cherry aromas come with a touch of latex and rubber. This is lively and scratchy on the palate, with spicy, oaky, peppery flavors of red-berry fruits that lead to a dry, juicy finish.",La Muria,86,16.0,Northern Spain,Bierzo,,Michael Schachner,@wineschach,Pago de Valdetruchas 2012 La Muria Mencía (Bierzo),Mencía,Pago de Valdetruchas,Low
8025,Israel,"Yogev (“tiller of the soil” in Hebrew) is a 50-50 blend of Cabernet and Shiraz. Bright and spicy with a medium mouthfeel and soft tannins, the wine is loaded with jammy red fruit flavors of tart raspberry and strawberry. Ends on a medium to long finish with good intensity.",Yogev Kosher,86,16.0,Samson,,,Lauren Buzzeo,@laurbuzz,Binyamina 2006 Yogev Kosher Cabernet Sauvignon-Shiraz (Samson),Cabernet Sauvignon-Shiraz,Binyamina,Low
8026,US,"Lots of new French oak gives this wine a pronounced taste of caramel, smoke and vanilla. That's on top of the massive blackberry, cherry, chocolate, green olive and pepper flavors. The result is delicious, but the wine is a bit too hot and soft for balance.",,85,32.0,California,Dry Creek Valley,Sonoma,,,Mounts 2006 Petite Sirah (Dry Creek Valley),Petite Sirah,Mounts,Low
8027,Italy,Sirio is a perfect pizza wine especially if that pie has savory toppings like sausage or spicy pepperoni on it. The wine is aged 12 months in large oak casks for extra softness and a subtle touch of wood spice beyond the bright blackberry and sweet cherry fruit.,Sirio,86,16.0,Central Italy,Montepulciano d'Abruzzo,,,,San Lorenzo 2010 Sirio  (Montepulciano d'Abruzzo),Montepulciano,San Lorenzo,Low
8028,Italy,"This bright, savory wine offers yellow peach, citrus and green melon sensations accented with a light almond note. Crisp acidity gives a refreshing, clean finish.",,87,11.0,Northeastern Italy,Collio,,Kerin O’Keefe,@kerinokeefe,Cormòns 2013 Friulano (Collio),Friulano,Cormòns,Low
8029,Argentina,"Familiar Cab Franc aromas of dry spice, green herbs, fennel and pepperoni feed into a narrow palate that's high in acidity and drawing. Spiky tomato, plum, herb and pepper flavors finish dry and pulling, with a saucy aftertaste.",Pasionado,87,40.0,Mendoza Province,Tupungato,,Michael Schachner,@wineschach,Andeluna 2013 Pasionado Cabernet Franc (Tupungato),Cabernet Franc,Andeluna,Low
8030,Greece,"Fresh lemon and lime and a spray of minerals and sea salt gives this wine a slightly lean, austere character. Clean and bright and not overly complicated, it will pair well with shellfish and grilled seafood.",Estate,84,32.0,Santorini,,,Susan Kostrzewa,@suskostrzewa,Argyros 2007 Estate Assyrtico (Santorini),Assyrtico,Argyros,Low
8031,France,"Produced close to the sea at Bandol, this wine has a good proportion (20%) of Mourvèdre in the blend. That adds to the richness and brings out a fine aromatic floral character. Wild strawberries flavors give a rich ready-to-drink aftertaste.",,87,13.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Le Charmel 2016 Rosé (Côtes de Provence),Rosé,Le Charmel,Low
8032,France,"This medium-sweet wine is hugely spicy and rich. It has lychee, tropical fruit and vanilla flavors, yielding a wine that is a meal on its own. Drink now.",Cuvée Famille Willm,86,23.0,Alsace,Alsace,,Roger Voss,@vossroger,Willm 2012 Cuvée Famille Willm Gewurztraminer (Alsace),Gewürztraminer,Willm,Low
8033,Italy,"A pleasant wine that shows a sweet, spicy apricot nose; on the palate it has an interesting smokiness that works well with the fruit, and although there is a fair amount of alcohol, the fruit just manages to cover it, and the wine moves to a pleasant if not particularly long finish.",Cristina Ascheri,85,20.0,Piedmont,Gavi di Gavi,,,,Giacomo Ascheri 2006 Cristina Ascheri  (Gavi di Gavi),Cortese,Giacomo Ascheri,Low
8034,Portugal,The wine shows considerable wood aging flavors as well as the sweet toffee and fruit flavors. The wood spice is too dominant and throws the rest of the wine out of balance.,10-Years-Old Tawny,84,36.0,Port,,,Roger Voss,@vossroger,Quinta do Portal NV 10-Years-Old Tawny  (Port),Port,Quinta do Portal,Low
8035,France,"The wine is dry, firm and with too many tannins for its own good. It does have hints of fruit along with spice and acidity. Shame about the over extraction that gives it a bitter aftertaste.",,84,20.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château le Sèpe 2014  Bordeaux,Bordeaux-style Red Blend,Château le Sèpe,Low
8036,France,"Soft and rounded, this has good depth of flavor from the bite of acidity and orange zest flavor. An apple note and a touch of toast give this wine further shape.",Cuvée des Moines Brut,87,,Champagne,Champagne,,Roger Voss,@vossroger,Besserat de Bellefon NV Cuvée des Moines Brut  (Champagne),Champagne Blend,Besserat de Bellefon,Low
8037,Italy,"Underbrush, raisin, charred earth, mocha and toast aromas lead the nose. The palate offers dried black cherry, prune, chocolate, toasted oak, vanilla and a green note of dried sage alongside astringent tannins. It lacks fruit richness to stand up to the oak.",Calidonia,87,29.0,Tuscany,Chianti Classico,,Kerin O’Keefe,@kerinokeefe,Bindi Sergardi 2011 Calidonia  (Chianti Classico),Red Blend,Bindi Sergardi,Low
8038,Italy,"Typical varietal aromas of black-skinned berry, blue flower a spice note waft out of the glass. The straightforward, easygoing palate conveys mature black cherry, raspberry jam and a light note of ground pepper alongside soft, round tannins. Simple but well made, it makes an ideal quaffing wine.",,87,14.0,Sicily & Sardinia,Terre Siciliane,,Kerin O’Keefe,@kerinokeefe,Castellucci Miano 2013 Nero d'Avola (Terre Siciliane),Nero d'Avola,Castellucci Miano,Low
8039,France,"As the label says, the wine is off dry, but with its great, refreshing acidity, it is also crisp and fruity. Baked apples and citrus flavors mingle with a lightly mineral texture to give a lively, fragrant wine. Drink now.",Demi-Sec,87,17.0,Loire Valley,Vouvray,,Roger Voss,@vossroger,Château Moncontour 2012 Demi-Sec  (Vouvray),Chenin Blanc,Château Moncontour,Low
8040,Italy,"This is a sweet and thin dessert wine with aromas of peach, pear and honey that are muddled at times. The price is pretty good, however, for those who want to try a late harvest Fiano Minutolo.",Cré Vendemmia Tardiva,84,20.0,Southern Italy,Salento,,,,Vetrère 2011 Cré Vendemmia Tardiva Fiano (Salento),Fiano,Vetrère,Low
8041,Italy,The cherries and dark plums on the nose and palate are accented by herbs and cinnamon. This light and dry wine is mildly astringent and closes with tart raspberry and cedar notes.,,84,12.0,Tuscany,Chianti Classico,,,,Cecchi 1998  Chianti Classico,Sangiovese,Cecchi,Low
8042,US,"If you know Chardonnays from the Edna Valley, on California's Central Coast, this tastes like one. It's bright in acidity and forward in jammy lime, kiwi and vanilla fruit, with a stony minerality. It's a pretty wine to drink now.",,87,18.0,California,Alexander Valley,Sonoma,,,El Roy 2009 Chardonnay (Alexander Valley),Chardonnay,El Roy,Low
8043,Spain,"Rooty initial aromas veer toward animal and stalky berry fruits as this unfolds. Raw, hard and leathery in feel, this turns out to be low on ripeness as leafy, stalky flavors take over before ending salty, with firm tannins.",Reserva,83,10.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,La Cuna de la Poesia 2009 Reserva  (Rioja),Tempranillo,La Cuna de la Poesia,Low
8044,US,"This Petite Sirah has a strong aroma of farm and funk, and not much else to distinguish itself.",The Heritage Collection,80,12.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Peirano 2012 The Heritage Collection Petite Sirah (Lodi),Petite Sirah,Peirano,Low
8045,US,"A beguiling nose of honey and lemon leads on this lovely ice wine from Seneca Lake. Lush and mouthfilling, the wine's sweet, floral character is balanced by a crisp acidity and delicious spice. Elegant but expressive.",Vidal Ice,87,25.0,New York,Finger Lakes,Finger Lakes,Susan Kostrzewa,@suskostrzewa,Standing Stone 2007 Vidal Ice Vidal Blanc (Finger Lakes),Vidal Blanc,Standing Stone,Low
8046,US,"Made in an appealing popular style, this Chard has ripe flavors of pineapples, pears, peaches and figs, with oak barrel notes of creamy vanilla and smoke.",,85,20.0,California,Sonoma County,Sonoma,,,Tamayo Family 2006 Chardonnay (Sonoma County),Chardonnay,Tamayo Family,Low
8047,US,"Grape candy and black cherry aromas are edged by cedar. Chewy tannins dominate the palate, with dark chocolate and purple fruit flavors present as well.",,87,21.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Harmony Cellars 2011 Cabernet Sauvignon (Paso Robles),Cabernet Sauvignon,Harmony Cellars,Low
8048,US,"Raspberry, cherry and cola flavors are touched with oak and highighted by zesty acidity in this lovely Pinot Noir. It doesn't have the stuffing for aging, but drinks well now with a variety of fare.",,87,38.0,California,San Luis Obispo County,Central Coast,,,Asuncion Ridge 2010 Pinot Noir (San Luis Obispo County),Pinot Noir,Asuncion Ridge,Low
8049,Spain,"The melon and pineapple aromas are pure and carry a waxy edge. It feels simple and well comported, with green apple, pear and vanilla flavors. This is tasty, smooth, lively and classy; drink right away.",,87,10.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Pradorey 2011 Verdejo-Sauvignon Blanc (Rueda),Verdejo-Sauvignon Blanc,Pradorey,Low
8050,Argentina,"Floral blackberry aromas are concentrated. The saturated palate is somewhat narrow in breadth, while boysenberry and minty oak flavors rank as dark. A wiry but juicy finish is lasting and offers a note of chocolaty oak.",,87,10.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Tilia 2014 Malbec (Mendoza),Malbec,Tilia,Low
8051,Argentina,"The wine is called 40 Barrels and every bit of those barrels is crawling on this Malbec-Cab blend. For starters, it smells more like hickory than fruit. Soon blackberry and prune aromas and flavors get into the game, but even then the back palate and finish are resiny. Some citric acidity in the center keeps it keen but raises questions about balance.",Magdalena Toso Limited 40 Barrels,86,100.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Pascual Toso 2005 Magdalena Toso Limited 40 Barrels Malbec-Cabernet Sauvignon (Mendoza),Malbec-Cabernet Sauvignon,Pascual Toso,Low
8052,Italy,"The Serra del Conte selection is a fragrant and fresh wine with a pristine, fruit-driven quality that hits the mark. The wine's feel is streamlined, easy and lean and it offers crisp acidity on the close.",Serra del Conte,84,10.0,Central Italy,Verdicchio dei Castelli di Jesi Classico,,,,Garofoli 2007 Serra del Conte  (Verdicchio dei Castelli di Jesi Classico),Verdicchio,Garofoli,Low
8053,US,"Made from all five classic Bordeaux varieties, this wine is overripe. Although it's dry and the tannins are fine, it's dominated by raisiny flavors.",Mare Nectaris,83,44.0,California,Paso Robles,Central Coast,,,Midnight 2006 Mare Nectaris Red (Paso Robles),Bordeaux-style Red Blend,Midnight,Low
8054,US,"Lots to like in this silky wine. It has a very pure, light feeling in the mouth, with pleasant cherry, cranberry, cola and sandalwood flavors. But it tastes too tutti-fruity sweet throughout, and turns candied on the finish.",Gopher Hill Block Peter's Vineyard,87,38.0,California,Sonoma Coast,Sonoma,,,Kokomo 2008 Gopher Hill Block Peter's Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Kokomo,Low
8055,Spain,"Rubber and leather aromas create a slightly mulchy bouquet. The palate is snappy and acidic, with earthy, leafy red-fruit flavors. Finishes dry with crisp acidity and a touch of oak-related vanilla. Standard fare.",Alea Tempranillo,85,11.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Marques de Griñon 2009 Alea Tempranillo  (Rioja),Tempranillo,Marques de Griñon,Low
8056,US,"Extracted in jammy blackberry-cherry fruit, with a heavy plaster of sweetly caramelized oak, this Cabernet is a bit heavy-handed. Ready now.",,84,40.0,California,Napa Valley,Napa,,,Snowden 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Snowden,Low
8057,US,"Sold in individual 375-ml pouches or 4-packs, this is a dry, clean wine with lots of acidity that brightens the creamy apricot, orange and peach flavors.",,85,5.0,California,California,California Other,,,House Band NV Chardonnay (California),Chardonnay,House Band,Low
8058,US,"This is a richly textured, balanced wine that's medium bodied and fruity in style. It's crisp and silky with cherry, licorice, cola and oak flavors.",Dylema,85,24.0,California,California,California Other,,,Hoyt Family Vineyards NV Dylema Red (California),Red Blend,Hoyt Family Vineyards,Low
8059,Italy,"The cherry aromas and flavors here already have an aged quality. Some nice spicy accents conspire to keep it alive, but it closes rather tart and woody. Doesn't show the depth expected in a riserva.",Riserva,83,12.0,Tuscany,Chianti,,,,Castellani 1997 Riserva  (Chianti),Sangiovese,Castellani,Low
8060,US,"Fermented and aged in stainless steel, this is aromatic, with notes of ripe peach, melon and honeysuckle. It's full bodied, somewhat viscous in feel, carrying considerable alcoholic warmth.",Estate Grown,85,25.0,Oregon,Umpqua Valley,Southern Oregon,Sean P. Sullivan,@wawinereport,Abacela 2013 Estate Grown Viognier (Umpqua Valley),Viognier,Abacela,Low
8061,France,This is a soft slightly sweet wine (dry in Champagne means sweeter than Brut) with red-berry fruits and balanced acidity. It has a ripe full rich aftertaste. Drink now.,Rosé Dry Collection Privée,87,70.0,Champagne,Champagne,,Roger Voss,@vossroger,Collet NV Rosé Dry Collection Privée  (Champagne),Champagne Blend,Collet,Low
8062,US,"Quite a success for a California Sangiovese. It's dry and silky, with light tannins and a good crunch of acidity to brighten the cherry pie, anise and pepper flavors.",,87,28.0,California,Alexander Valley,Sonoma,,,Seghesio 2007 Sangiovese (Alexander Valley),Sangiovese,Seghesio,Low
8063,France,"This is a crisp wine, dominated by rounded Sémillon and perfumed with Muscadelle. It has the bright freshness of the 2013 vintage with citrus and red apple flavors. There is a light mineral aftertaste. Drink now.",,86,16.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Ducasse 2013  Bordeaux Blanc,Bordeaux-style White Blend,Château Ducasse,Low
8064,Italy,"This is a super-extracted and modern interpretation of Barbera that almost goes overboard. The wood elements are distinct and not integrated yet, so you should give this wine a year or two more in the bottle. It's also jammy, thick and raw with dense, chewy extraction.",Terranuda,86,,Piedmont,Barbera d'Asti,,,,Marcaurelio 2007 Terranuda  (Barbera d'Asti),Barbera,Marcaurelio,Low
8065,US,"This is almost entirely Syrah, done in a high-acid, citrusy style. Flavors are sharply etched and tight—pomegranate, raspberry, baking chocolate and espresso. Straightforward and well-balanced despite its 15% alcohol.",Dark Star,87,20.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Kana 2006 Dark Star Red (Columbia Valley (WA)),Red Blend,Kana,Low
8066,US,"Heavy, soft and a little sweet, this lacks the vibrant dryness and zest a good Pinot should have. The blackberry and cherry flavors have a slightly burnt, pie-filling flavor. Domaine Chandon has done better with Pinot Noir in the past, and it can do better than this.",Reserve L'Argile,84,65.0,California,Carneros,Napa-Sonoma,,,Domaine Chandon 2005 Reserve L'Argile Pinot Noir (Carneros),Pinot Noir,Domaine Chandon,Low
8067,US,"This may be a little sweet, hot and heavy, but it has such rich flavors of berry, currant, spice and mocha that it's easy to drink with ribs, chicken, burgers or vegetarian lasagna.",,86,29.0,California,Dry Creek Valley,Sonoma,,,Roadhouse Winery 2010 Zinfandel (Dry Creek Valley),Zinfandel,Roadhouse Winery,Low
8068,US,"Firm, tannic and fruity, with some nice tropical fruit flavors, wrapped around stiff tannins and some green, slightly stemmy flavors. The finish is hard and rough.",,85,16.0,California,Russian River Valley,Sonoma,Paul Gregutt,@paulgwine ,Castle 1998 Zinfandel (Russian River Valley),Zinfandel,Castle,Low
8069,US,"This is an oaky, seemingly sweet, blackberry- and strawberry-tinged blend of 65% Zinfandel, 30% Sangiovese and 5% Syrah. With an earthy note of sage running through, this is a food friendly wine that'll require a hearty meal to tame it down.",Mistero,85,22.0,California,Sierra Foothills,Sierra Foothills,Virginie Boone,@vboone,Naggiar 2010 Mistero Red (Sierra Foothills),Red Blend,Naggiar,Low
